Start,End,X,Y,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Russia,Kazakhstan,2776.707,1399.1885,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23941.0,23497.0,21758.0,21565.0,18565.0,15022.0,15001.0,10966.0,9769.0,8939.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2476018.0
Ukraine,Kazakhstan,2885.4482,975.2349,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1381.0,1190.0,771.0,691.0,555.0,421.0,371.0,287.0,298.0,270.0,-1.0,-1.0,-1.0,-1.0,-1.0,338022.0,-1.0,346445.0,-1.0,353225.0,355751.0
Uzbekistan,Kazakhstan,2522.4214,1630.071,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12810.0,18783.0,24628.0,31191.0,35795.0,44648.0,32620.0,24940.0,16738.0,18790.0,-1.0,-1.0,-1.0,-1.0,-1.0,281713.0,-1.0,288745.0,-1.0,294395.0,296511.0
Kyrgyzstan,Russia,3170.3599,1597.617,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38770.0,33674.0,65385.0,106456.0,49450.0,20117.0,15094.0,11410.0,8714.0,10111.0,20793.0,24617.0,25242.0,14214.0,16161.0,24677.0,28070.0,49333.0,37472.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,591349.0,-1.0,591767.0,-1.0,591211.0,591025.0
New_Zealand,Australia,425.6517,512.85046,40250.0,39097.0,27200.0,14485.0,18517.0,30722.0,35708.0,34921.0,45088.0,33929.0,19608.0,15359.0,16036.0,15535.0,18828.0,21512.0,23601.0,26030.0,28469.0,33875.0,38248.0,36033.0,25070.0,24569.0,28938.0,34766.0,34015.0,41634.0,48452.0,32755.0,36830.0,51054.0,53676.0,39154.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,611266.0
Poland,Germany,1997.7913,1224.6082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15346.0,20472.0,16900.0,17806.0,15013.0,12646.0,12317.0,14950.0,13771.0,17951.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1592694.0,-1.0,1936653.0,-1.0,1784839.0,2141722.0
Romania,Germany,1870.2704,964.57684,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66121.0,20001.0,13813.0,6874.0,6880.0,9010.0,6467.0,5807.0,3899.0,2370.0,2216.0,854.0,1305.0,1938.0,2707.0,2196.0,3086.0,1902.0,1788.0,1938.0,-1.0,-1.0,-1.0,-1.0,-1.0,497518.0,-1.0,592182.0,-1.0,545759.0,654822.0
Romania,Italy,1544.7178,643.2615,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1130.0,1396.0,528.0,645.0,1580.0,2195.0,1640.0,1706.0,1877.0,1415.0,2142.0,1486.0,1317.0,1993.0,2603.0,2731.0,3393.0,1401.0,1098.0,984.0,-1.0,-1.0,-1.0,-1.0,-1.0,1016008.0,-1.0,1039584.0,-1.0,1074382.0,1048862.0
Romania,Spain,1208.7383,1288.7402,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,616.0,172.0,186.0,162.0,139.0,330.0,138.0,238.0,547.0,-1.0,-1.0,-1.0,-1.0,-1.0,646181.0,-1.0,652312.0,-1.0,622555.0,613336.0
Russia,Belarus,3394.6323,1082.2185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50272.0,57520.0,46058.0,27751.0,25229.0,21542.0,18928.0,19035.0,19151.0,13276.0,11175.0,8829.0,7016.0,5671.0,6034.0,6318.0,5302.0,3954.0,2573.0,2899.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,672481.0
Russia,Germany,2604.7231,1162.3115,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33705.0,62697.0,72991.0,69538.0,79569.0,64420.0,48363.0,46218.0,47929.0,40443.0,43682.0,42231.0,36928.0,31876.0,19458.0,8229.0,6486.0,4916.0,4115.0,3725.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1198831.0
Russia,Kazakhstan,2776.707,1399.1885,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,99380.0,87272.0,68703.0,41864.0,50388.0,38350.0,25364.0,26672.0,25037.0,17913.0,15186.0,13939.0,14017.0,12504.0,12437.0,10948.0,9211.0,7483.0,7232.0,7329.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2476018.0
Russia,Ukraine,3259.4067,1004.9118,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,276196.0,309336.0,172131.0,108370.0,99422.0,83813.0,69116.0,57318.0,58922.0,35601.0,24026.0,20585.0,16744.0,13115.0,12640.0,11926.0,10536.0,8941.0,5737.0,6278.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3330586.0
Russia,Uzbekistan,2882.354,1697.2865,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33276.0,26085.0,20545.0,11318.0,15235.0,13384.0,7370.0,5231.0,5041.0,3086.0,1974.0,1400.0,1130.0,717.0,595.0,648.0,722.0,948.0,677.0,834.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,871047.0
Armenia,Russia,3029.57,1633.7775,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12006.0,15750.0,29806.0,46480.0,34112.0,25419.0,19123.0,16780.0,14677.0,15951.0,5814.0,6802.0,5124.0,3057.0,7581.0,12949.0,30751.0,35216.0,35753.0,19890.0,-1.0,-1.0,-1.0,-1.0,527287.0,-1.0,527659.0,-1.0,527163.0,526997.0
Azerbaijan,Russia,3366.5503,1382.1338,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47951.0,69943.0,54684.0,49495.0,43442.0,40310.0,29878.0,22210.0,15902.0,14906.0,5587.0,5635.0,4277.0,2584.0,4600.0,8900.0,20968.0,23331.0,22874.0,14500.0,-1.0,-1.0,-1.0,-1.0,767339.0,-1.0,767881.0,-1.0,767159.0,766918.0
Belarus,Russia,3474.7654,1272.9705,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45618.0,36212.0,34670.0,43383.0,35337.0,23903.0,17575.0,13760.0,11549.0,10274.0,6520.0,6841.0,5309.0,5650.0,6797.0,5619.0,6030.0,5865.0,5517.0,4894.0,-1.0,-1.0,-1.0,-1.0,764279.0,-1.0,764819.0,-1.0,764120.0,763879.0
Georgia,Russia,3453.3638,1510.6909,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42863.0,54247.0,69934.0,66847.0,51412.0,38551.0,24517.0,21059.0,19626.0,20213.0,9674.0,7128.0,5540.0,4886.0,5497.0,6806.0,10595.0,8806.0,-1.0,5245.0,-1.0,-1.0,-1.0,-1.0,450221.0,-1.0,450539.0,-1.0,450115.0,449973.0
Kazakhstan,Russia,2777.8677,1264.6825,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,128906.0,183891.0,195672.0,346363.0,241427.0,172860.0,235903.0,209880.0,138521.0,124903.0,65226.0,55706.0,29552.0,40150.0,51945.0,38606.0,40258.0,39964.0,38830.0,27862.0,-1.0,-1.0,-1.0,-1.0,2560269.0,-1.0,2562079.0,-1.0,2559711.0,2558907.0
Kyrgyzstan,Russia,3170.3599,1597.617,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33707.0,62897.0,96814.0,66489.0,27801.0,18886.0,13752.0,10997.0,10370.0,15536.0,10740.0,13139.0,6948.0,9511.0,15592.0,15669.0,24731.0,24014.0,23265.0,20901.0,-1.0,-1.0,-1.0,-1.0,591349.0,-1.0,591767.0,-1.0,591211.0,591025.0
Tajikistan,Russia,3330.7969,1597.7253,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27808.0,72556.0,68761.0,45645.0,41799.0,32508.0,23053.0,18396.0,12116.0,11043.0,6742.0,5967.0,5346.0,3339.0,4717.0,6523.0,17309.0,20717.0,27028.0,18188.0,-1.0,-1.0,-1.0,-1.0,466508.0,-1.0,466837.0,-1.0,466399.0,466252.0
Ukraine,Russia,3079.8374,950.4618,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,210121.0,199355.0,189409.0,247351.0,188443.0,170928.0,138231.0,111934.0,81297.0,74748.0,36503.0,36806.0,23418.0,17699.0,30760.0,32721.0,51492.0,49064.0,45920.0,27508.0,-1.0,-1.0,-1.0,-1.0,3269992.0,-1.0,3272304.0,-1.0,3269248.0,3268263.0
Uzbekistan,Russia,2730.837,1567.7594,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69149.0,112442.0,91164.0,146670.0,112312.0,49970.0,39620.0,41800.0,41615.0,40810.0,24873.0,24951.0,21457.0,14948.0,30436.0,37126.0,52802.0,43518.0,42539.0,24100.0,-1.0,-1.0,-1.0,-1.0,1146803.0,-1.0,1147613.0,-1.0,1146535.0,1146175.0
Spain,France,701.0382,1317.0885,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3316.0,2474.0,2154.0,2608.0,2901.0,3986.0,12903.0,17257.0,21156.0,19923.0,22160.0,27568.0,-1.0,286484.0,-1.0,309049.0,-1.0,303245.0,282397.0
Argentina,Spain,1009.40515,1767.9512,-1.0,-1.0,-1.0,-1.0,-1.0,966.0,523.0,828.0,1486.0,2894.0,3964.0,2283.0,2531.0,1623.0,1203.0,1386.0,994.0,2070.0,2540.0,3870.0,10080.0,21283.0,50220.0,29626.0,26852.0,26874.0,25966.0,23651.0,18192.0,9816.0,8403.0,7535.0,5741.0,6021.0,-1.0,251841.0,-1.0,254230.0,-1.0,259946.0,284921.0
Colombia,Spain,1147.7717,1688.2432,-1.0,-1.0,-1.0,-1.0,-1.0,157.0,108.0,159.0,261.0,416.0,468.0,281.0,504.0,499.0,493.0,657.0,487.0,1261.0,2745.0,8349.0,47124.0,71575.0,34876.0,11602.0,17413.0,21351.0,28650.0,36434.0,36417.0,20946.0,14119.0,13676.0,10433.0,9268.0,-1.0,347505.0,-1.0,350802.0,-1.0,367816.0,450377.0
Ecuador,Spain,1273.8885,1608.8469,-1.0,-1.0,-1.0,-1.0,-1.0,39.0,30.0,69.0,109.0,121.0,126.0,66.0,113.0,112.0,157.0,272.0,268.0,674.0,2079.0,9247.0,91655.0,82742.0,89249.0,73139.0,12206.0,11830.0,14584.0,25008.0,32620.0,13749.0,7240.0,7094.0,6425.0,6329.0,-1.0,416394.0,-1.0,420344.0,-1.0,415310.0,430275.0
France,Spain,864.4403,1296.3192,-1.0,-1.0,-1.0,-1.0,-1.0,3441.0,2460.0,2839.0,3720.0,4361.0,4034.0,2472.0,3080.0,2685.0,2773.0,2895.0,2395.0,4610.0,5686.0,6702.0,7408.0,6437.0,8200.0,8847.0,11205.0,13112.0,15604.0,15973.0,12410.0,10561.0,10545.0,11148.0,10411.0,10548.0,-1.0,203692.0,-1.0,205624.0,-1.0,209344.0,221373.0
Germany,Spain,1486.4524,1314.3987,-1.0,-1.0,-1.0,-1.0,-1.0,3370.0,2409.0,2908.0,3161.0,3857.0,3784.0,2671.0,3586.0,3136.0,3585.0,3464.0,2975.0,6836.0,9965.0,12475.0,13327.0,12496.0,13757.0,13746.0,14713.0,16356.0,18417.0,18902.0,14047.0,11052.0,10252.0,10056.0,9896.0,9208.0,-1.0,200641.0,-1.0,202544.0,-1.0,199117.0,200659.0
Morocco,Spain,1074.7678,1276.71,-1.0,-1.0,-1.0,-1.0,-1.0,642.0,377.0,581.0,964.0,1778.0,1662.0,2168.0,4917.0,3618.0,4109.0,4272.0,4061.0,7489.0,10995.0,15377.0,38804.0,39584.0,40520.0,41401.0,59295.0,69757.0,61375.0,71916.0,71663.0,43441.0,30237.0,28416.0,23021.0,21035.0,-1.0,699880.0,-1.0,706520.0,-1.0,711792.0,785884.0
Romania,Spain,1208.7383,1288.7402,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,112.0,84.0,98.0,117.0,114.0,185.0,538.0,1887.0,17696.0,23512.0,48671.0,55294.0,89620.0,94084.0,111981.0,174217.0,61034.0,43991.0,51823.0,50748.0,27248.0,22748.0,-1.0,646181.0,-1.0,652312.0,-1.0,622555.0,613336.0
Germany,Switzerland,2159.7183,680.9378,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27757.0,24600.0,24713.0,-1.0,352966.0,-1.0,376007.0,-1.0,363037.0,357112.0
Italy,Switzerland,1834.1658,359.62234,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10138.0,13258.0,16775.0,-1.0,262749.0,-1.0,274648.0,-1.0,273918.0,270077.0
Ukraine,Kazakhstan,2885.4482,975.2349,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,685.0,456.0,392.0,336.0,279.0,252.0,299.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,338022.0,-1.0,346445.0,-1.0,353225.0,355751.0
Ukraine,Russia,3079.8374,950.4618,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48132.0,46672.0,45008.0,37045.0,25893.0,18969.0,18217.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3269992.0,-1.0,3272304.0,-1.0,3269248.0,3268263.0
Belarus,Ukraine,3542.8596,820.8939,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1870.0,1606.0,1292.0,1100.0,1143.0,1100.0,1025.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,245534.0,-1.0,247989.0,-1.0,247989.0,249641.0
Russia,Ukraine,3259.4067,1004.9118,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35009.0,27142.0,23365.0,22069.0,20461.0,20071.0,20234.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3330586.0
